ə	a
səvɑnt	savant
seɪv	save
seɪvjɚ	saviour
seɪvɚ	savor
sɔ	saw
sɔdʌst	sawdust
sæksəfoʊn	saxophone
seɪ	say
skæb	scab
skæbɚd	scabbard
skæfl̩d	scaffold
skɔld	scald
skeɪl	scale
skeɪlləs	scaleless
skæljən	scallion
skɑləp	scallop
skælp	scalp
skælpl̩	scalpel
skæmp	scamp
skæmpɚ	scamper
skæn	scan
skændl̩	scandal
skændiəm	scandium
skænt	scant
skeɪpgoʊt	scapegoat
skɑɹ	scar
skæɹəb	scarab
skɛɹs	scarce
skɛɹsli	scarcely
skɛɹsəti	scarcity
skɛɹ	scare
skɛɹkɹoʊ	scarecrow
skɑɹf	scarf
skɑɹlətinə	scarlatina
skɑɹlət	scarlet
skɑɹvz	scarves
skætɚ	scatter
skævənʤ	scavenge
skævənʤɚ	scavenger
sn̩æɹioʊ	scenario
sin	scene
sinɚi	scenery
sinɪk	scenic
sɛnt	scent
sɛptɚ	scepter
skɛptɪk	sceptic
skɛʤl̩	schedule
skɪmætɪk	schematic
skim	scheme
ʃɪlɪŋ	schilling
sɪzm̩	schism
skɪzmætɪk	schismatic
skɪtsɔɪd	schizoid
skɪtsəfɹiniə	schizophrenia
skɪtsəfɹɛnɪk	schizophrenic
skɑlɚ	scholar
skəlæstɪk	scholastic
skul	school
skunɚ	schooner
saɪætɪkə	sciatica
saɪəns	science
saɪəntɪfɪk	scientific
saɪəntəst	scientist
sɪmətɚ	scimitar
sɪntɪlə	scintilla
sɪntəleɪt	scintillate
sɪntəleɪʃən	scintillation
saɪən	scion
sɪzɚz	scissors
sklɚoʊsəs	sclerosis
skɑf	scoff
skoʊld	scold
skoʊn	scone
skup	scoop
skoʊp	scope
skɔɹʧ	scorch
skoɹ	score
skɔɹn	scorn
skɔɹpiən	scorpion
skɑt	scot
skɑʧ	scotch
skaʊndɹl̩	scoundrel
skaʊɹ	scour
skɝʤ	scourge
skaʊt	scout
skaʊ	scow
skaʊl	scowl
skɹæbl̩	scrabble
skɹæmbl̩	scramble
skɹæp	scrap
skɹeɪp	scrape
skɹæʧ	scratch
skɹɔl	scrawl
skɹɔni	scrawny
skɹim	scream
skɹiʧ	screech
skɹin	screen
skɹu	screw
skɹɪbl̩	scribble
skɹaɪb	scribe
skɹɪm	scrim
skɹɪmɪʤ	scrimmage
skɹɪmp	scrimp
skɹɪp	scrip
skɹɪpt	script
skɹɪpʧɚ	scripture
skɹɪvənɚ	scrivener
skɹoʊl	scroll
skɹoʊtm̩	scrotum
skɹʌb	scrub
skɹʌf	scruff
skɹupl̩	scruple
skɹutn̩aɪz	scrutinize
skɹutəni	scrutiny
skubə	scuba
skʌd	scud
skʌfl̩	scuffle
skʌl	scull
skʌlɚi	scullery
skʌljən	scullion
skʌlptɚ	sculptor
skʌlpʧɚ	sculpture
skʌm	scum
skʌpɚ	scupper
skɝf	scurf
skɝl̩əs	scurrilous
skɝi	scurry
skɝvi	scurvy
skʌʧən	scutcheon
skʌtl̩	scuttle
saɪð	scythe
si	sea
sil	seal
silskɪn	sealskin
sim	seam
simən	seaman
simstɹəs	seamstress
simi	seamy
sipleɪn	seaplane
sɪɹ	sear
sɝʧ	search
siʃoɹ	seashore
sizn̩	season
sizn̩əbl̩	seasonable
sit	seat
siwɚd	seaward
sɪbeɪʃəs	sebaceous
sɪsid	secede
sɪklud	seclude
sɛkənd	second
sɛkəndɛɹi	secondary
sɛkənthænd	secondhand
sikɹəsi	secrecy
sikɹət	secret
sɛkɹətɛɹil̩	secretarial
sɛkɹətɛɹiət	secretariat
sɛkɹətɛɹi	secretary
sɛkɹətɛɹiʃɪp	secretaryship
sɪkɹit	secrete
sɪkɹiʃən	secretion
sikɹətɪv	secretive
sɛkt	sect
sɛktɛɹiən	sectarian
sɛktəɹi	sectary
sɛkʃən	section
sɛktɚ	sector
sɛkjʊlɚ	secular
sɪkjʊɹ	secure
sɪdæn	sedan
sɪdeɪt	sedate
sɪdeɪʃən	sedation
sɛdətɪv	sedative
sɛdn̩tɛɹi	sedentary
sɛʤ	sedge
sɛdəmənt	sediment
sɛdəmɛntɚi	sedimentary
sɪdɪʃən	sedition
sɪdus	seduce
sɛʤʊləs	sedulous
si	see
sid	seed
sik	seek
sim	seem
simli	seemly
sin	seen
sip	seep
sɪɹ	seer
sisɔ	seesaw
sið	seethe
sɛgmənt	segment
sɛgɹɪgeɪt	segregate
sɛgɹɪgeɪʃən	segregation
seɪnjɝ	seigneur
seɪn	seine
saɪzmɪk	seismic
saɪzməgɹæfɪk	seismographic
siz	seize
siƷɚ	seizure
sɛldəm	seldom
səlɛkt	select
səlɛkʃən	selection
səlɛktmən	selectman
səliniəm	selenium
sɛlf	self
sɛlfɪʃ	selfish
sɛlfləs	selfless
sɛl	sell
sɛlvɪʤ	selvedge
sɛlvz	selves
sɪmæntɪk	semantic
sɛməfoɹ	semaphore
sɛmbləns	semblance
simən	semen
səmɛstɚ	semester
sɛməkoʊlən	semicolon
sɛməkəndʌktɚ	semiconductor
sɛməfaɪnl̩	semifinal
sɛməfluəd	semifluid
sɛməlunɚ	semilunar
sɛmənɑɹ	seminar
sɛmənɛɹiən	seminarian
sɛmənɛɹi	seminary
sɛmpstɹəs	sempstress
sɛn	sen
sɛnət	senate
sɛnətɚ	senator
sɛnətoɹil̩	senatorial
sɛnd	send
sinaɪl	senile
sn̩ɪləti	senility
sinjɚ	senior
sinjɔɹəti	seniority
sɛnə	senna
sɛnseɪʃən	sensation
sɛns	sense
sɛnsəbɪləti	sensibility
sɛnsəbl̩	sensible
sɛnsətɪv	sensitive
sɛnsətɪvəti	sensitivity
sɛnsətəzeɪʃən	sensitization
sɛnsətaɪz	sensitize
sɛnsɔɹ	sensor
sɛnsɚi	sensory
sɛnʧul̩	sensual
sɛnʧuæləti	sensuality
sɛnʧʊl̩i	sensually
sɛnʧuəs	sensuous
sɛnt	sent
sɛntn̩s	sentence
sɛntɛnʧəs	sententious
sɛnʧiənt	sentient
sɛntəmənt	sentiment
sɛntəmɛntl̩	sentimental
sɛntn̩l̩	sentinel
sɛntɹi	sentry
sipl̩	sepal
sɛpɚəbl̩	separable
sɛpɚeɪt	separate
sɛpɚeɪʃən	separation
sɛpɚətəst	separatist
sipiə	sepia
sɛpsiz	sepses
sɛpsəs	sepsis
sɛptɪk	septic
səpʌlkɹl̩	sepulchral
sɛpl̩kɚ	sepulchre
sɛpl̩ʧʊɹ	sepulture
sikwl̩	sequel
sikwəns	sequence
sɪkwɛnʧl̩	sequential
sɪkwɛstɚ	sequester
sɪkwɛstɹeɪt	sequestrate
sikwəstɹeɪʃən	sequestration
sikwən	sequin
sɪkwɔɪə	sequoia
səɹæljoʊ	seraglio
sɛɹəf	seraph
sɚæfɪk	seraphic
sɪɹ	sere
sɛɹəneɪd	serenade
sɚin	serene
sɝf	serf
sɝʤ	serge
sɑɹʤənt	sergeant
sɪɹil̩	serial
sɪɹiz	series
sɪɹiəs	serious
sɝmən	sermon
sɝpənt	serpent
sɚeɪt	serrate
səɹeɪtəd	serrated
sɛɹid	serried
sɪɹm̩	serum
sɝvənt	servant
sɝv	serve
sɝvəs	service
sɝvl̩	servile
sɝvɪləti	servility
sɝvətɚ	servitor
sɝvətud	servitude
sɛsəmi	sesame
sɛsl̩	sessile
sɛʃən	session
sɛt	set
sɛtbæk	setback
sɛti	settee
sɛtɚ	setter
sɛtl̩	settle
sɛtl̩mənt	settlement
sɛtlɚ	settler
sɛvən	seven
sɛvəntin	seventeen
sɛvənti	seventy
sɛvɚ	sever
sɛvɚl̩	several
səvɪɹ	severe
soʊ	sew
suɪʤ	sewage
suɚ	sewer
soʊɪŋ	sewing
soʊn	sewn
sɛks	sex
sɛkstənt	sextant
sɛkstɛt	sextet
sɛkstən	sexton
sɛkʃul̩	sexual
sɛkʃuæləti	sexuality
sɛkʃʊli	sexually
ʃæbi	shabby
ʃæk	shack
ʃækl̩	shackle
ʃæd	shad
ʃeɪd	shade
ʃeɪdɪŋ	shading
ʃædoʊ	shadow
ʃæft	shaft
ʃæg	shag
ʃeɪk	shake
ʃeɪkən	shaken
ʃeɪki	shaky
ʃeɪl	shale
ʃæl	shall
ʃæləp	shallop
ʃæloʊ	shallow
ʃæm	sham
ʃæmbl̩	shamble
ʃeɪm	shame
ʃæmpu	shampoo
ʃæmɹɑk	shamrock
ʃæŋhaɪ	shanghai
ʃæŋk	shank
ʃænti	shanty
ʃeɪp	shape
ʃɑɹd	shard
ʃɛɹ	share
ʃɑɹk	shark
ʃɑɹp	sharp
ʃɑɹpən	sharpen
ʃætɚ	shatter
ʃeɪv	shave
ʃeɪvən	shaven
ʃævz	shaves
ʃɔl	shawl
ʃi	she
ʃif	sheaf
ʃɪɹ	shear
ʃɪɹz	shears
ʃiθ	sheath
ʃið	sheathe
ʃiðz	sheaths
ʃɪv	sheave
ʃivz	sheaves
ʃɛd	shed
ʃin	sheen
ʃip	sheep
ʃipskɪn	sheepskin
ʃɪɹ	sheer
ʃit	sheet
ʃik	sheikh
ʃɛlf	shelf
ʃɛl	shell
ʃəlæk	shellac
ʃɛlfɪʃ	shellfish
ʃɛltɚ	shelter
ʃɛlv	shelve
ʃɛlvz	shelves
ʃɛpɚd	shepherd
ʃɝbət	sherbet
ʃɛɹəf	sheriff
ʃɛɹi	sherry
ʃoʊ	shew
ʃɪbl̩əθ	shibboleth
ʃild	shield
ʃɪft	shift
ʃɪl	shill
ʃɪlɪŋ	shilling
ʃɪmɚ	shimmer
ʃɪmi	shimmy
ʃɪn	shin
ʃaɪn	shine
ʃaɪnɚ	shiner
ʃɪŋgl̩	shingle
ʃaɪni	shiny
ʃɪp	ship
ʃɪpboɹd	shipboard
ʃɪpʃeɪp	shipshape
ʃaɪɹ	shire
ʃɝk	shirk
ʃɝ	shirr
ʃɝt	shirt
ʃɪvɚ	shiver
ʃoʊl	shoal
ʃoʊt	shoat
ʃɑk	shock
ʃɑd	shod
ʃɑdi	shoddy
ʃu	shoe
ʃumeɪkɚ	shoemaker
ʃoʊn	shone
ʃʊk	shook
ʃut	shoot
ʃɑp	shop
ʃoɹ	shore
ʃoɹn	shorn
ʃɔɹt	short
ʃɔɹtkeɪk	shortcake
ʃɔɹtkʌmɪŋ	shortcoming
ʃɔɹtn̩	shorten
ʃɔɹthænd	shorthand
ʃɔɹtstɑp	shortstop
ʃɑt	shot
ʃʊd	should
ʃoʊldɚ	shoulder
ʃaʊt	shout
ʃʌv	shove
ʃʌvl̩	shovel
ʃoʊ	show
ʃaʊɚ	shower
ʃoʊmən	showman
ʃoʊn	shown
ʃoʊi	showy
ʃɹæŋk	shrank
ʃɹæpnl̩	shrapnel
ʃɹɛd	shred
ʃɹu	shrew
ʃɹud	shrewd
ʃɹik	shriek
ʃɹɪft	shrift
ʃɹaɪk	shrike
ʃɹɪl	shrill
ʃɹɪli	shrilly
ʃɹɪmp	shrimp
ʃɹaɪn	shrine
ʃɹɪŋk	shrink
ʃɹaɪv	shrive
ʃɹɪvl̩	shrivel
ʃɹɪvən	shriven
ʃɹaɪvɪŋ	shriving
ʃɹaʊd	shroud
ʃɹoʊv	shrove
ʃɹʌb	shrub
ʃɹʌg	shrug
ʃɹʌŋk	shrunk
ʃʌk	shuck
ʃʌdɚ	shudder
ʃʌfl̩	shuffle
ʃʌn	shun
ʃʌnt	shunt
ʃʌt	shut
ʃʌtɚ	shutter
ʃʌtl̩	shuttle
ʃaɪ	shy
sɪbl̩	sibyl
sɪk	sick
sɪkən	sicken
sɪkl̩	sickle
saɪd	side
saɪdpis	sidepiece
saɪdɪɹil̩	sidereal
saɪdstɹoʊk	sidestroke
saɪdɪŋ	siding
saɪdl̩	sidle
siʤ	siege
siɛɹə	sierra
siɛstə	siesta
sɪv	sieve
sɪft	sift
saɪ	sigh
saɪt	sight
saɪn	sign
sɪgnl̩	signal
sɪgnəlaɪz	signalize
sɪgnətoɹi	signatory
sɪgnəʧʊɹ	signature
saɪnboɹd	signboard
sɪgnət	signet
sɪgnɪfɪkəns	significance
sɪgnəfəkeɪʃən	signification
sɪgnəfaɪ	signify
saɪnpoʊst	signpost
saɪlɪʤ	silage
saɪləns	silence
saɪlənt	silent
sɪloʊɛt	silhouette
sɪləkə	silica
sɪləkeɪt	silicate
səlɪʃəs	silicious
sɪləkən	silicon
sɪləkoʊn	silicone
sɪləkoʊsəs	silicosis
sɪlk	silk
sɪl	sill
sɪli	silly
saɪloʊ	silo
sɪlt	silt
sɪlvɚ	silver
sɪlvɚwæɹ	silverware
sɪmiən	simian
sɪml̩ɚ	similar
sɪməlæɹəti	similarity
sɪml̩ɚli	similarly
sɪməli	simile
səmɪlətud	similitude
sɪmɚ	simmer
saɪmənaɪz	simonize
saɪməni	simony
sɪmpɚ	simper
sɪmpl̩	simple
sɪmpl̩tən	simpleton
sɪmplɪsəti	simplicity
sɪmpləfəkeɪʃən	simplification
sɪmpləfaɪ	simplify
sɪmjʊleɪt	simulate
sɪmjʊleɪʃən	simulation
saɪml̩teɪniəs	simultaneous
sɪn	sin
sɪns	since
sn̩sɪɹ	sincere
saɪnɪkjʊɹ	sinecure
sɪnju	sinew
sɪŋ	sing
sɪnʤ	singe
sɪŋgl̩	single
sɪŋgl̩tən	singleton
sɪŋgjʊlɚ	singular
sɪŋgjʊlæɹəti	singularity
sɪŋgjʊlɚli	singularly
sɪnəstɚ	sinister
sɪŋk	sink
sɪnjʊɑsəti	sinuosity
sɪnjuəs	sinuous
saɪnəs	sinus
sɪp	sip
saɪfən	siphon
sɝ	sir
saɪɹ	sire
saɪɹən	siren
sɝlɔɪn	sirloin
səɹɑkoʊ	sirocco
saɪsl̩	sisal
sɪstɚ	sister
sɪt	sit
saɪt	site
sɪʧueɪtəd	situated
sɪʧueɪʃən	situation
sɪks	six
sɪkstin	sixteen
sɪksti	sixty
saɪz	size
saɪzəbl̩	sizeable
sɪzl̩	sizzle
skeɪt	skate
skeɪn	skein
skɛlətn̩	skeleton
skɛptɪk	skeptic
skɛʧ	sketch
skju	skew
skjuɚ	skewer
ski	ski
skɪd	skid
skɪf	skiff
skɪl	skill
skɪlət	skillet
skɪm	skim
skɪmp	skimp
skɪn	skin
skɪnflɪnt	skinflint
skɪntaɪt	skintight
skɪp	skip
skɪpɚ	skipper
skɝmɪʃ	skirmish
skɝt	skirt
skɪt	skit
skɪtɪʃ	skittish
skʌlk	skulk
skʌl	skull
skʌŋk	skunk
skaɪ	sky
slæb	slab
slæk	slack
slækən	slacken
slæg	slag
sleɪn	slain
sleɪk	slake
slɑləm	slalom
slæm	slam
slændɚ	slander
slæŋ	slang
slænt	slant
slæp	slap
slæʃ	slash
slæt	slat
sleɪt	slate
slætɚn	slattern
slɔtɚ	slaughter
sleɪv	slave
slævɚ	slaver
sleɪvɚi	slavery
sleɪvɪʃ	slavish
slɔ	slaw
sleɪ	slay
slizi	sleazy
slɛd	sled
slɛʤ	sledge
slik	sleek
slip	sleep
slit	sleet
sliv	sleeve
sleɪ	sleigh
slaɪt	sleight
slɛndɚ	slender
slɛpt	slept
sluθ	sleuth
slu	slew
slaɪs	slice
slɪk	slick
slɪkɚ	slicker
slɪd	slid
slaɪd	slide
slaɪdɪŋ	sliding
slaɪt	slight
slɪm	slim
slaɪm	slime
slɪŋ	sling
slɪŋk	slink
slɪp	slip
slɪpnɑt	slipknot
slɪpɚ	slipper
slɪpɚi	slippery
slɪpʃɑd	slipshod
slɪt	slit
slɪðɚ	slither
slɪvɚ	sliver
slɑbɚ	slobber
sloʊ	sloe
sloʊgən	slogan
slup	sloop
slɑp	slop
sloʊp	slope
slɑpi	sloppy
slɑt	slot
slɔθ	sloth
slaʊʧ	slouch
slu	slough
slʌvən	sloven
sloʊ	slow
slʌʤ	sludge
slʌg	slug
slʌgɚd	sluggard
slus	sluice
slʌm	slum
slʌmbɚ	slumber
slʌmp	slump
slʌŋ	slung
slʌŋk	slunk
slɝ	slur
slʌʃ	slush
slʌt	slut
slaɪ	sly
smæk	smack
smɔl	small
smɑɹt	smart
smæʃ	smash
smætɚɪŋ	smattering
smɪɹ	smear
smɛl	smell
smɛld	smelled
smɛlt	smelt
smaɪlæks	smilax
smaɪl	smile
smɝʧ	smirch
smɝk	smirk
smaɪt	smite
smɪθ	smith
smɪðɚinz	smithereens
smɪθi	smithy
smaɪtɪŋ	smiting
smɪtn̩	smitten
smɑk	smock
smɔg	smog
smoʊk	smoke
smuð	smooth
smɔɹgəsbɔɹd	smorgasbord
smoʊt	smote
smʌðɚ	smother
smoʊldɚ	smoulder
smʌʤ	smudge
smʌg	smug
smʌgl̩	smuggle
smʌt	smut
smʌʧ	smutch
snæk	snack
snæfl̩	snaffle
snæg	snag
sneɪl	snail
sneɪk	snake
snæp	snap
snæpdɹægən	snapdragon
snæɹ	snare
snɑɹl	snarl
snæʧ	snatch
snik	sneak
snikɚ	sneaker
snɪɹ	sneer
sniz	sneeze
snɪkɚ	snicker
snaɪd	snide
snɪf	sniff
snɪfl̩	sniffle
snɪgɚ	snigger
snɪp	snip
snaɪp	snipe
snɪpi	snippy
snɪʧ	snitch
snɪvl̩	snivel
snɑb	snob
snup	snoop
snuz	snooze
snoɹ	snore
snɔɹkl̩	snorkel
snɔɹt	snort
snaʊt	snout
snʌb	snub
snʌf	snuff
snʌfl̩	snuffle
snʌg	snug
snʌgl̩	snuggle
soʊ	so
soʊk	soak
soʊp	soap
soʊpstoʊn	soapstone
soɹ	soar
sɑb	sob
soʊbɚ	sober
səbɹaɪəti	sobriety
soʊbɹɪkeɪ	sobriquet
sɑkɚ	soccer
soʊʃəbɪləti	sociability
soʊʃəbl̩	sociable
soʊʃəbli	sociably
soʊʃl̩	social
soʊʃəlɪstɪk	socialistic
soʊʃl̩əzeɪʃən	socialization
soʊʃəlaɪz	socialize
səsaɪəti	society
soʊsiɑləʤi	sociology
sɑk	sock
sɑkət	socket
sɑd	sod
soʊdə	soda
sɑdn̩	sodden
soʊdiəm	sodium
soʊɛvɚ	soever
soʊfə	sofa
sɔft	soft
sɔftbɔl	softball
sɔfən	soften
sɑgi	soggy
sɔɪl	soil
swɑɹeɪ	soiree
soʊʤɝn	sojourn
soʊl	sol
sɑləs	solace
soʊlɚ	solar
səlæɹiəm	solarium
soʊld	sold
sɑdɚ	solder
soʊlʤɚ	soldier
soʊl	sole
sɑləsɪzm̩	solecism
soʊli	solely
sɑləm	solemn
səlɛmnəti	solemnity
sɑləmnəzeɪʃən	solemnization
sɑləmnaɪz	solemnize
sɑləmli	solemnly
soʊleɪs	soles
səlɪsət	solicit
sɑləd	solid
sɑlədæɹəti	solidarity
səlɪdəfaɪ	solidify
səlɪdəti	solidity
sɑlədli	solidly
səlɪləkwaɪz	soliloquize
sɑlətæɹ	solitaire
soʊloʊ	solo
soʊlstəs	solstice
sɑlstɪʃl̩	solstitial
sɑljubɪləti	solubility
sɑljubl̩	soluble
səluʃən	solution
sɔlv	solve
sɔlvənsi	solvency
səmɑloʊ	somalo
sɑmbɚ	somber
səmbɹɛɹoʊ	sombrero
sʌm	some
sʌmbɑdi	somebody
sʌmɚsɔlt	somersault
sʌmθɪŋ	something
sɑmnl̩ənt	somnolent
sʌn	son
soʊnɑɹ	sonar
sənɑtə	sonata
sɔŋ	song
sɑnɪk	sonic
sɑnət	sonnet
sn̩ɔɹəti	sonority
sn̩oɹəs	sonorous
sun	soon
sʊt	soot
suθ	sooth
suð	soothe
suθseɪɚ	soothsayer
sɑp	sop
sɑfɪzm̩	sophism
sɑfɪstɪk	sophistic
səfɪstəkeɪtəd	sophisticated
sɑfəstɹi	sophistry
sɑpɚɪfɪk	soporific
səpɹænoʊ	soprano
sɔɹsɚi	sorcery
sɔɹdəd	sordid
soɹ	sore
sɔɹgəm	sorghum
sɚɔɹəti	sorority
sɔɹl̩	sorrel
sɑɹoʊ	sorrow
sɑɹi	sorry
sɔɹt	sort
sɔɹti	sortie
sɑt	sot
subɹɛt	soubrette
sufleɪ	souffle
saʊ	sough
sɔt	sought
soʊl	soul
soʊlləs	soulless
saʊnd	sound
sup	soup
saʊɹ	sour
soɹs	source
saʊs	souse
saʊθ	south
saʊθist	southeast
sʌðɚli	southerly
sʌðɚn	southern
saʊθwɚd	southward
saʊθwɛst	southwest
suvənɪɹ	souvenir
sɑvɚən	sovereign
soʊviət	soviet
saʊ	sow
soʊn	sown
sɔɪ	soy
spɑ	spa
speɪs	space
speɪsʃɪp	spaceship
speɪʃəs	spacious
speɪd	spade
spəgɛti	spaghetti
spæn	span
spæŋgl̩	spangle
spænjl̩	spaniel
spæŋk	spank
spɑɹ	spar
spæɹ	spare
spæɹɪŋ	sparing
spɑɹk	spark
spɑɹkl̩	sparkle
spæɹoʊ	sparrow
spɑɹs	sparse
spæzm̩	spasm
spæzmɑdɪk	spasmodic
spæstɪk	spastic
spæt	spat
speɪt	spate
speɪʃl̩	spatial
spætɚ	spatter
spæʧʊlə	spatula
spævən	spavin
spɔn	spawn
speɪ	spay
spik	speak
spɪɹ	spear
spɛʃl̩	special
spɛʃl̩əzeɪʃən	specialization
spɛʃl̩ti	specialty
spiʃi	specie
spiʃiz	species
spəsɪfɪk	specific
spɛsəfəkeɪʃən	specification
spɛsəfaɪ	specify
spɛsəmən	specimen
spiʃəs	specious
spɛk	speck
spɛktɪkl̩	spectacle
spɛktækjʊlɚ	spectacular
spɛkteɪtɚ	spectator
spɛktɚ	spectre
spɛktɹoʊskoʊp	spectroscope
spɛktɹoʊskɑpɪk	spectroscopic
spɛktɹəm	spectrum
spɛkjʊleɪt	speculate
spɛkjʊleɪʃən	speculation
spɛkjʊleɪtɪv	speculative
spɛd	sped
spiʧ	speech
spid	speed
spɪdɑmətɚ	speedometer
spidweɪ	speedway
spɛl	spell
spɪlʌŋkɚ	spelunker
spɛnd	spend
spɛndθɹɪft	spendthrift
spɛnt	spent
spɝm	sperm
spɝmətəzoʊən	spermatozoon
spju	spew
sfɪɹ	sphere
sfɪɹɪkl̩	spherical
sfɪɹɔɪd	spheroid
sfɪɹɔɪdl̩	spheroidal
sfɪŋktɚ	sphincter
sfɪŋks	sphinx
spaɪs	spice
spɪkjul	spicule
spaɪdɚ	spider
spɪgət	spigot
spaɪk	spike
spɪl	spill
spɪld	spilled
spɪlweɪ	spillway
spɪlt	spilt
spɪn	spin
spɪnɪʧ	spinach
spaɪnl̩	spinal
spɪndl̩	spindle
spɪndlɪŋ	spindling
spaɪn	spine
spɪnət	spinet
spɪnstɚ	spinster
spaɪɹl̩	spiral
spaɪɹ	spire
spɪɹət	spirit
spɪɹɪʧul̩	spiritual
spɪɹɪʧuəlɪzm̩	spiritualism
spɪɹɪʧuəlɪstɪk	spiritualistic
spɪɹɪʧʊæləti	spirituality
spɪɹɪʧuəlaɪz	spiritualize
spɪɹɪʧʊəs	spirituous
spaɪɹəkit	spirochete
spɪt	spit
spaɪt	spite
spɪtl̩	spittle
spɪtun	spittoon
splæʃ	splash
splætɚ	splatter
spleɪ	splay
splin	spleen
splɛndəd	splendid
splɛndɚ	splendor
splɪnɛtɪk	splenetic
splinɪk	splenic
splaɪs	splice
splɪnt	splint
splɪntɚ	splinter
splɪt	split
splɑʧ	splotch
splɝʤ	splurge
splʌtɚ	splutter
spɔɪl	spoil
spɔɪld	spoiled
spɔɪlt	spoilt
spoʊk	spoke
spoʊkən	spoken
spoʊksmən	spokesman
spoʊlieɪʃən	spoliation
spʌnʤ	sponge
spɑnsɚ	sponsor
spɑntəniəti	spontaneity
spɑnteɪniəs	spontaneous
spɑnteɪniəsli	spontaneously
spuf	spoof
spuk	spook
spul	spool
spun	spoon
spʊɹ	spoor
spɚædɪk	sporadic
spoɹ	spore
spoɹt	sport
spoɹtsmən	sportsman
spɑt	spot
spaʊzl̩	spousal
spaʊt	spout
spɹeɪn	sprain
spɹæŋ	sprang
spɹæt	sprat
spɹɔl	sprawl
spɹeɪ	spray
spɹɛd	spread
spɹi	spree
spɹɪg	sprig
spɹaɪtli	sprightly
spɹɪŋ	spring
spɹɪŋtaɪm	springtime
spɹɪŋkl̩	sprinkle
spɹɪnt	sprint
spɹaɪt	sprite
spɹɑkət	sprocket
spɹaʊt	sprout
spɹus	spruce
spɹʌŋ	sprung
spɹaɪ	spry
spʌd	spud
spjum	spume
spʌn	spun
spʌŋk	spunk
spɝ	spur
spɝʤ	spurge
spjʊɹiəs	spurious
spɝn	spurn
spɝt	spurt
spʌtɚ	sputter
spjutm̩	sputum
spaɪ	spy
skwɑb	squab
skwɑbl̩	squabble
skwɑd	squad
skwɑdɹən	squadron
skwɑləd	squalid
skwɔl	squall
skwɑlɚ	squalor
skwɑndɚ	squander
skwæɹ	square
skwɑʃ	squash
skwɑt	squat
skwɔ	squaw
skwɔk	squawk
skwik	squeak
skwil	squeal
skwimɪʃ	squeamish
skwiʤi	squeegee
skwiz	squeeze
skwɛlʧ	squelch
skwɪb	squib
skwɪd	squid
skwɪnt	squint
skwaɪɹ	squire
skwɝm	squirm
skwɝl̩	squirrel
skwɝt	squirt
stæb	stab
steɪbaɪl	stabile
stəbɪləti	stability
steɪbl̩əzeɪʃən	stabilization
steɪbəlaɪz	stabilize
steɪbəlaɪzɚ	stabilizer
steɪbl̩	stable
stəkɑtoʊ	staccato
stæk	stack
steɪdiəm	stadium
stæf	staff
stæg	stag
steɪʤ	stage
stægɚ	stagger
steɪʤɪŋ	staging
stægnənt	stagnant
stægneɪt	stagnate
stægneɪʃən	stagnation
steɪʤi	stagy
steɪd	staid
steɪn	stain
stæɹ	stair
steɪk	stake
stəlæktaɪt	stalactite
steɪl	stale
stɔk	stalk
stɔkt	stalked
stɔl	stall
stæljən	stallion
stɔlwɚt	stalwart
steɪmən	stamen
stæmənə	stamina
steɪmənət	staminate
stæmɚ	stammer
stæmp	stamp
stæmpid	stampede
stæns	stance
stɔnʧ	stanch
stænʧən	stanchion
stænd	stand
stændɚd	standard
stændɚdəzeɪʃən	standardization
stændɚdaɪz	standardize
stændbaɪ	standby
stændpaɪp	standpipe
stæŋk	stank
stænzə	stanza
stæfl̩oʊkɑkəs	staphylococcus
steɪpl̩	staple
stɑɹ	star
stɑɹbɚd	starboard
stɑɹʧ	starch
stæɹ	stare
stɑɹfɪʃ	starfish
stɑɹk	stark
stɑɹlɪŋ	starling
stɑɹt	start
stɑɹtl̩	startle
stɑɹveɪʃən	starvation
stɑɹv	starve
stɑɹvlɪŋ	starveling
steɪt	state
steɪtɹum	stateroom
steɪtsmən	statesman
stætɪk	static
steɪʃən	station
steɪʃənɛɹi	stationary
steɪʃənɚ	stationer
steɪʃənɛɹi	stationery
stætəstɪʃən	statistician
stətɪstɪks	statistics
stæʧuɛɹi	statuary
stæʧu	statue
stæʧuɛsk	statuesque
stæʧʊɛt	statuette
stæʧɚ	stature
stætəs	status
stæʧut	statute
stæʧətoɹi	statutory
stɔnʧ	staunch
steɪv	stave
stævz	staves
steɪ	stay
stɛd	stead
stɛdi	steady
steɪk	steak
stil	steal
stɛlθ	stealth
stim	steam
stid	steed
stil	steel
stiljɑɹd	steelyard
stip	steep
stipl̩	steeple
stɪɹ	steer
stɪɹɪʤ	steerage
stɪɹzmən	steersman
staɪn	stein
stɛlɚ	stellar
stɛm	stem
stɛnʧ	stench
stɛnsl̩	stencil
stɛnəgɹæfɪk	stenographic
stənɑgɹəfi	stenography
stɛntoɹiən	stentorian
stɛp	step
stɛpbɹʌðɚ	stepbrother
stɛp	steppe
stɛpsɪstɚ	stepsister
stɛɹioʊ	stereo
stɛɹiəfɑnɪk	stereophonic
stɛɹiəskoʊp	stereoscope
stɛɹiəskɑpɪk	stereoscopic
stɛɹiɑskəpi	stereoscopy
stɛɹiətaɪp	stereotype
stɛɹl̩	sterile
stɚɪləti	sterility
stɛɹl̩əzeɪʃən	sterilization
